Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 2550,1,2,1.0,4,128.36,81.67,4.64,74,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.7,32.09,https://www.airbnb.com/rooms/sample_48167,Peak
Sample Property 9559,2,2,2.0,5,190.95,128.17,4.28,241,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.9,38.19,https://www.airbnb.com/rooms/sample_82517,Shoulder
Sample Property 8529,3,5,3.0,8,228.32,174.53,4.14,243,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.6,28.54,https://www.airbnb.com/rooms/sample_1943,Shoulder
Sample Property 7268,1,2,1.0,4,92.11,91.51,3.97,160,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.7,23.03,https://www.airbnb.com/rooms/sample_20472,Off-Peak
Sample Property 9172,5,5,4.0,11,510.57,246.82,4.12,275,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.6,46.42,https://www.airbnb.com/rooms/sample_88291,Peak
Sample Property 6510,4,4,3.0,10,189.34,209.53,4.32,299,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",5.0,18.93,https://www.airbnb.com/rooms/sample_40404,Off-Peak
Sample Property 6419,2,2,2.0,4,108.99,138.46,4.1,8,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.2,27.25,https://www.airbnb.com/rooms/sample_25169,Off-Peak
Sample Property 4291,4,4,4.0,8,416.89,205.04,4.42,132,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.6,52.11,https://www.airbnb.com/rooms/sample_56625,Peak
Sample Property 2351,2,2,2.0,5,129.84,130.9,4.14,22,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.7,25.97,https://www.airbnb.com/rooms/sample_7435,Off-Peak
Sample Property 3318,5,7,4.0,11,461.5,248.68,4.87,279,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.3,41.95,https://www.airbnb.com/rooms/sample_97870,Peak
Sample Property 7935,1,2,1.0,4,182.01,87.86,4.22,107,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Southwest Bend, Bend, OR",4.6,45.5,https://www.airbnb.com/rooms/sample_45105,Peak
Sample Property 1755,1,2,1.0,4,78.23,99.23,4.81,140,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.2,19.56,https://www.airbnb.com/rooms/sample_89967,Off-Peak
Sample Property 6283,1,2,1.0,3,112.82,92.03,4.86,97,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.0,37.61,https://www.airbnb.com/rooms/sample_69919,Shoulder
Sample Property 2125,2,2,2.0,6,244.94,128.86,4.48,295,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",5.0,40.82,https://www.airbnb.com/rooms/sample_20129,Peak
Sample Property 7752,2,2,1.0,5,109.73,132.16,4.33,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.2,21.95,https://www.airbnb.com/rooms/sample_33949,Off-Peak
Sample Property 3792,4,5,4.0,9,294.75,218.57,4.02,14,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",5.0,32.75,https://www.airbnb.com/rooms/sample_31420,Shoulder
Sample Property 8155,4,6,4.0,10,432.87,230.77,4.77,168,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",5.0,43.29,https://www.airbnb.com/rooms/sample_47801,Peak
Sample Property 6162,3,5,3.0,7,260.48,182.84,4.42,168,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.2,37.21,https://www.airbnb.com/rooms/sample_2292,Shoulder
Sample Property 8526,4,4,3.0,9,303.4,231.43,4.17,227,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.3,33.71,https://www.airbnb.com/rooms/sample_47837,Shoulder
Sample Property 9527,4,6,4.0,10,432.75,206.67,4.46,266,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.5,43.27,https://www.airbnb.com/rooms/sample_58283,Peak
Sample Property 8066,4,6,4.0,9,333.28,200.13,4.42,24,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.8,37.03,https://www.airbnb.com/rooms/sample_34137,Shoulder
Sample Property 4052,2,3,1.0,5,235.03,119.04,4.29,141,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.4,47.01,https://www.airbnb.com/rooms/sample_25711,Peak
Sample Property 5280,1,3,1.0,3,111.36,93.86,3.7,80,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",5.0,37.12,https://www.airbnb.com/rooms/sample_75923,Off-Peak
Sample Property 4959,1,3,1.0,2,138.81,82.53,3.51,169,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.1,69.41,https://www.airbnb.com/rooms/sample_22579,Shoulder
Sample Property 4681,4,4,3.0,8,196.87,190.69,4.39,278,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.0,24.61,https://www.airbnb.com/rooms/sample_83513,Off-Peak
Sample Property 8230,1,3,1.0,2,186.25,98.55,3.91,280,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.4,93.12,https://www.airbnb.com/rooms/sample_19623,Peak
Sample Property 7030,1,1,1.0,2,107.65,100.27,4.52,37,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.9,53.83,https://www.airbnb.com/rooms/sample_98316,Off-Peak
Sample Property 1179,3,3,2.0,6,332.33,172.34,3.95,229,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.1,55.39,https://www.airbnb.com/rooms/sample_6585,Peak
Sample Property 5866,5,6,4.0,12,475.72,251.88,4.49,22,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.4,39.64,https://www.airbnb.com/rooms/sample_63854,Peak
Sample Property 1800,4,6,3.0,10,293.82,226.63,3.96,177,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.9,29.38,https://www.airbnb.com/rooms/sample_982,Shoulder
Sample Property 3591,5,5,5.0,10,343.38,241.0,4.45,141,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.9,34.34,https://www.airbnb.com/rooms/sample_45611,Shoulder
Sample Property 4123,4,5,3.0,9,294.25,209.84,4.29,299,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.8,32.69,https://www.airbnb.com/rooms/sample_1767,Shoulder
Sample Property 9917,4,6,4.0,10,412.37,209.96,4.32,243,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.6,41.24,https://www.airbnb.com/rooms/sample_41458,Peak
Sample Property 8501,1,2,1.0,2,132.06,97.54,3.54,269,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.1,66.03,https://www.airbnb.com/rooms/sample_34405,Shoulder
Sample Property 9455,5,7,4.0,10,225.73,239.35,4.36,211,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.8,22.57,https://www.airbnb.com/rooms/sample_26486,Off-Peak
Sample Property 3291,4,5,3.0,9,280.71,197.47,4.94,104,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.8,31.19,https://www.airbnb.com/rooms/sample_3393,Shoulder
Sample Property 4657,2,2,2.0,4,138.87,131.82,4.77,262,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.2,34.72,https://www.airbnb.com/rooms/sample_78543,Off-Peak
Sample Property 3765,2,3,2.0,5,149.89,139.28,4.17,204,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.2,29.98,https://www.airbnb.com/rooms/sample_90710,Off-Peak
Sample Property 9102,1,3,1.0,2,140.75,99.44,4.93,280,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.4,70.38,https://www.airbnb.com/rooms/sample_48738,Shoulder
Sample Property 9806,1,1,1.0,3,83.36,85.52,4.82,267,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.1,27.79,https://www.airbnb.com/rooms/sample_12804,Off-Peak
Sample Property 6281,2,3,2.0,4,191.43,124.07,4.59,229,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Old Bend, Bend, OR",4.2,47.86,https://www.airbnb.com/rooms/sample_81166,Shoulder
Sample Property 4145,1,3,1.0,3,91.05,74.27,3.9,215,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.5,30.35,https://www.airbnb.com/rooms/sample_38527,Off-Peak
Sample Property 7066,1,3,1.0,2,103.22,102.93,4.22,138,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.4,51.61,https://www.airbnb.com/rooms/sample_84955,Shoulder
Sample Property 5297,4,4,3.0,8,188.56,209.68,4.34,156,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.2,23.57,https://www.airbnb.com/rooms/sample_22254,Off-Peak
Sample Property 2403,3,3,3.0,6,372.62,162.67,4.45,192,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.2,62.1,https://www.airbnb.com/rooms/sample_7904,Peak
Sample Property 4371,1,2,1.0,2,155.96,81.62,3.8,94,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.3,77.98,https://www.airbnb.com/rooms/sample_91545,Shoulder
Sample Property 4902,2,3,1.0,4,153.95,142.88,4.15,63,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.2,38.49,https://www.airbnb.com/rooms/sample_44154,Shoulder
Sample Property 3542,4,5,4.0,8,224.37,185.06,4.98,30,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.6,28.05,https://www.airbnb.com/rooms/sample_75397,Off-Peak
Sample Property 3164,3,4,3.0,8,149.56,174.02,3.8,275,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.4,18.7,https://www.airbnb.com/rooms/sample_25108,Off-Peak
Sample Property 3562,2,2,1.0,5,231.63,141.79,4.94,15,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.8,46.33,https://www.airbnb.com/rooms/sample_17224,Peak
Sample Property 6894,2,2,1.0,5,154.38,131.13,4.52,241,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.5,30.88,https://www.airbnb.com/rooms/sample_16773,Shoulder
Sample Property 2301,3,3,2.0,6,295.59,174.11,4.92,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.4,49.26,https://www.airbnb.com/rooms/sample_58361,Peak
Sample Property 4206,2,4,1.0,4,118.48,123.82,3.92,9,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.8,29.62,https://www.airbnb.com/rooms/sample_50659,Off-Peak
Sample Property 7114,4,4,4.0,9,344.1,193.64,4.54,18,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.7,38.23,https://www.airbnb.com/rooms/sample_3578,Shoulder
Sample Property 8200,5,5,4.0,11,377.96,234.21,3.95,274,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.5,34.36,https://www.airbnb.com/rooms/sample_87668,Shoulder
Sample Property 4914,4,5,3.0,8,315.43,207.14,3.77,12,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.9,39.43,https://www.airbnb.com/rooms/sample_30162,Shoulder
Sample Property 4055,3,4,2.0,8,144.52,191.49,4.63,176,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.8,18.07,https://www.airbnb.com/rooms/sample_59619,Off-Peak
Sample Property 2281,3,3,2.0,8,241.27,169.26,4.86,219,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.6,30.16,https://www.airbnb.com/rooms/sample_34313,Shoulder
Sample Property 5514,3,5,2.0,8,146.99,171.63,4.86,234,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.5,18.37,https://www.airbnb.com/rooms/sample_79060,Off-Peak
Sample Property 9045,4,4,4.0,10,452.34,202.3,4.75,193,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.5,45.23,https://www.airbnb.com/rooms/sample_46667,Peak
Sample Property 5562,2,3,1.0,5,108.72,119.8,3.74,95,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.7,21.74,https://www.airbnb.com/rooms/sample_35740,Off-Peak
Sample Property 1183,2,3,1.0,4,262.58,121.44,3.56,154,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.8,65.64,https://www.airbnb.com/rooms/sample_70259,Peak
Sample Property 1676,3,3,3.0,6,267.43,167.95,3.89,133,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.5,44.57,https://www.airbnb.com/rooms/sample_62867,Shoulder
Sample Property 7321,3,5,2.0,8,228.55,166.89,4.09,265,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.2,28.57,https://www.airbnb.com/rooms/sample_5632,Shoulder
Sample Property 4907,2,2,2.0,6,136.55,118.56,3.72,56,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.5,22.76,https://www.airbnb.com/rooms/sample_1601,Shoulder
Sample Property 7106,3,3,2.0,7,126.14,176.38,4.95,169,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.7,18.02,https://www.airbnb.com/rooms/sample_90919,Off-Peak
Sample Property 2500,1,1,1.0,2,66.64,86.72,4.31,260,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Old Bend, Bend, OR",4.3,33.32,https://www.airbnb.com/rooms/sample_60068,Off-Peak
Sample Property 6861,1,3,1.0,2,173.81,91.92,4.58,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.0,86.91,https://www.airbnb.com/rooms/sample_50022,Peak
Sample Property 7670,2,4,2.0,4,193.74,135.19,4.3,264,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.1,48.44,https://www.airbnb.com/rooms/sample_19875,Shoulder
Sample Property 4330,5,7,4.0,10,327.31,224.6,4.34,22,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.7,32.73,https://www.airbnb.com/rooms/sample_46222,Shoulder
Sample Property 1578,3,5,3.0,7,174.91,169.23,4.45,288,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.6,24.99,https://www.airbnb.com/rooms/sample_78861,Off-Peak
Sample Property 2083,4,4,3.0,8,379.38,197.85,3.55,244,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.4,47.42,https://www.airbnb.com/rooms/sample_85334,Peak
Sample Property 5353,2,4,2.0,5,105.92,132.25,3.88,89,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.1,21.18,https://www.airbnb.com/rooms/sample_37852,Off-Peak
Sample Property 2195,1,2,1.0,3,127.71,110.25,3.52,286,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.7,42.57,https://www.airbnb.com/rooms/sample_53295,Shoulder
Sample Property 9359,2,4,1.0,6,189.98,131.73,4.03,141,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.5,31.66,https://www.airbnb.com/rooms/sample_24576,Shoulder
Sample Property 2532,2,4,2.0,6,170.83,143.52,4.4,117,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.2,28.47,https://www.airbnb.com/rooms/sample_75189,Off-Peak
Sample Property 3493,2,4,2.0,5,152.25,138.45,3.73,131,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.3,30.45,https://www.airbnb.com/rooms/sample_42724,Off-Peak
Sample Property 5381,5,7,5.0,11,239.08,236.5,4.64,68,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.1,21.73,https://www.airbnb.com/rooms/sample_70044,Off-Peak
Sample Property 9367,5,6,4.0,12,347.01,248.72,4.5,222,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.1,28.92,https://www.airbnb.com/rooms/sample_51543,Shoulder
Sample Property 5544,4,6,3.0,9,261.12,201.74,3.67,194,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.5,29.01,https://www.airbnb.com/rooms/sample_3334,Shoulder
Sample Property 5133,3,4,3.0,6,232.26,177.04,4.21,189,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",5.0,38.71,https://www.airbnb.com/rooms/sample_76009,Shoulder
Sample Property 7724,5,5,4.0,12,369.04,247.43,3.55,7,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.4,30.75,https://www.airbnb.com/rooms/sample_84815,Shoulder
Sample Property 1038,4,6,3.0,10,212.26,213.09,3.72,121,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.3,21.23,https://www.airbnb.com/rooms/sample_26999,Off-Peak
Sample Property 1700,3,5,2.0,8,168.04,173.23,4.82,153,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.0,21.0,https://www.airbnb.com/rooms/sample_88628,Off-Peak
Sample Property 3928,3,4,3.0,6,339.53,167.25,3.96,53,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.5,56.59,https://www.airbnb.com/rooms/sample_21696,Peak
Sample Property 1868,4,4,3.0,8,320.64,208.76,4.2,105,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.7,40.08,https://www.airbnb.com/rooms/sample_18319,Shoulder
Sample Property 4600,5,7,5.0,11,230.16,253.83,4.76,165,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.9,20.92,https://www.airbnb.com/rooms/sample_59233,Off-Peak
Sample Property 9523,1,2,1.0,3,84.36,100.51,4.07,11,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.1,28.12,https://www.airbnb.com/rooms/sample_15116,Off-Peak
Sample Property 5091,1,1,1.0,3,214.19,79.33,3.7,78,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.8,71.4,https://www.airbnb.com/rooms/sample_91730,Peak
Sample Property 9432,4,6,4.0,9,282.85,213.78,4.88,49,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.4,31.43,https://www.airbnb.com/rooms/sample_19164,Shoulder
Sample Property 8873,4,4,3.0,9,404.23,214.02,4.14,272,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.7,44.91,https://www.airbnb.com/rooms/sample_45057,Peak
Sample Property 2995,5,5,4.0,11,349.9,249.75,3.97,252,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Southwest Bend, Bend, OR",4.1,31.81,https://www.airbnb.com/rooms/sample_96666,Shoulder
Sample Property 9360,3,5,2.0,6,308.61,174.33,4.13,142,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.5,51.44,https://www.airbnb.com/rooms/sample_89044,Peak
Sample Property 7042,2,3,1.0,5,217.79,132.6,4.89,267,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.3,43.56,https://www.airbnb.com/rooms/sample_44846,Peak
Sample Property 8068,3,4,2.0,6,344.0,178.25,4.21,123,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Southwest Bend, Bend, OR",4.5,57.33,https://www.airbnb.com/rooms/sample_40769,Peak
Sample Property 8532,2,3,2.0,6,211.85,150.68,4.13,247,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.2,35.31,https://www.airbnb.com/rooms/sample_85079,Shoulder
Sample Property 5979,1,1,1.0,3,140.62,77.46,4.34,191,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.7,46.87,https://www.airbnb.com/rooms/sample_65553,Off-Peak
Sample Property 1371,5,7,5.0,12,285.02,244.23,4.11,70,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.1,23.75,https://www.airbnb.com/rooms/sample_88079,Off-Peak
Sample Property 4411,5,7,4.0,12,329.54,258.05,4.22,156,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.8,27.46,https://www.airbnb.com/rooms/sample_17546,Shoulder
Sample Property 4107,1,2,1.0,4,103.94,86.52,4.82,213,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.5,25.98,https://www.airbnb.com/rooms/sample_28411,Off-Peak
Sample Property 3882,3,5,2.0,7,260.86,163.0,4.06,163,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.4,37.27,https://www.airbnb.com/rooms/sample_50647,Shoulder
Sample Property 4767,5,7,4.0,11,226.17,252.91,4.36,208,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.1,20.56,https://www.airbnb.com/rooms/sample_62176,Off-Peak
Sample Property 4712,3,4,2.0,7,230.84,183.77,3.95,207,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",5.0,32.98,https://www.airbnb.com/rooms/sample_97912,Shoulder
Sample Property 7995,1,1,1.0,3,201.92,91.97,3.68,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.1,67.31,https://www.airbnb.com/rooms/sample_74591,Peak
Sample Property 3132,4,6,4.0,9,401.08,209.89,4.71,198,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.8,44.56,https://www.airbnb.com/rooms/sample_30499,Peak
Sample Property 7212,2,2,2.0,5,129.16,130.34,4.46,51,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.5,25.83,https://www.airbnb.com/rooms/sample_5544,Off-Peak
Sample Property 6360,5,5,5.0,11,511.72,257.05,4.55,182,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.9,46.52,https://www.airbnb.com/rooms/sample_14498,Peak
Sample Property 7229,3,3,2.0,8,314.63,172.49,4.68,117,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.3,39.33,https://www.airbnb.com/rooms/sample_31140,Peak
Sample Property 5507,2,4,1.0,4,166.83,112.4,4.13,17,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.7,41.71,https://www.airbnb.com/rooms/sample_3774,Shoulder
Sample Property 6866,5,5,4.0,10,470.38,263.24,4.83,73,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.4,47.04,https://www.airbnb.com/rooms/sample_98418,Peak
Sample Property 5318,3,3,2.0,8,314.95,178.87,3.75,154,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.9,39.37,https://www.airbnb.com/rooms/sample_65429,Peak
Sample Property 7563,4,6,3.0,8,388.62,208.38,4.75,130,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.1,48.58,https://www.airbnb.com/rooms/sample_4353,Peak
Sample Property 8804,1,1,1.0,3,52.75,100.8,3.75,8,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.8,17.58,https://www.airbnb.com/rooms/sample_82278,Off-Peak
Sample Property 3379,2,2,2.0,6,140.73,113.29,4.8,19,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.5,23.45,https://www.airbnb.com/rooms/sample_87188,Off-Peak
Sample Property 2622,3,5,2.0,6,212.91,169.89,3.72,97,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.1,35.48,https://www.airbnb.com/rooms/sample_58466,Shoulder
